Company,Address Line 1,City,State,ZipCode,Employee Size (5) - Location,Sales Volume (9) - Location,Latitude,Longitude,Sector Code
U MASS FIVE COLLEGE FCU,55 LAKE AVE N,WORCESTER,MA,1655,10,2730,42.277671,-71.759252,20
COMMUNITY CREDIT UNION-NCR,135 PENNSYLVANIA AVE,FRAMINGHAM,MA,1701,6,1638,42.30026,-71.47636,20
METRO WEST,200 CONCORD ST,FRAMINGHAM,MA,1702,15,4095,42.280283,-71.416173,20
METRO WEST COMMUNITY FED CU,200 CONCORD ST,FRAMINGHAM,MA,1702,13,3549,42.280283,-71.416173,20
DIGITAL FEDERAL CREDIT UNION,60 WORCESTER RD,FRAMINGHAM,MA,1702,6,1638,42.29816,-71.39561,20
METRO CREDIT UNION,1124 WORCESTER RD,FRAMINGHAM,MA,1702,12,3276,42.29905,-71.44289,20
ACTON BARN CO-OP,32 NAGOG PARK,ACTON,MA,1720,6,,42.52377,-71.433858,33
DIGITAL FEDERAL CREDIT UNION,100 POWDERMILL RD # 8,ACTON,MA,1720,15,4095,42.442198,-71.429632,20
ACTON COOPERATIVE SCHOOL,592 MASSACHUSETTS AVE,ACTON,MA,1720,16,720,42.475958,-71.473882,31
WORKERS CREDIT UNION,452 GREAT RD # 4,ACTON,MA,1720,6,1638,42.51318,-71.42466,20
FENWAL CREDIT UNION,400 MAIN ST,ASHLAND,MA,1721,2,2130,42.25506,-71.457633,20
BEDFORD VA FCU,200 SPRINGS RD,BEDFORD,MA,1730,2,546,42.504642,-71.273472,20
HANSCOM FEDERAL CREDIT UNION,325 GREAT RD,BEDFORD,MA,1730,11,3003,42.486261,-71.262022,20
HANSCOM FEDERAL CREDIT UNION,1610 EGLIN ST,HANSCOM AFB,MA,1731,5,1365,42.462458,-71.284216,20
BARN COOPERATIVE NURSERY SCHL,74 WALDEN ST,CONCORD,MA,1742,6,270,42.45815,-71.34867,31
HANSCOM FEDERAL CREDIT UNION,696 VIRGINIA RD,CONCORD,MA,1742,1,273,42.46352,-71.30279,20
WEBSTER FIRST FCU,22 SOUTH ST # 106,HOPKINTON,MA,1748,6,1638,42.21091,-71.55041,20
LIBERTY MUTUAL INST-HLTH-SFTY,71 FRANKLAND RD,HOPKINTON,MA,1748,80,14880,42.24675,-71.49525,22
ST MARYS CREDIT UNION,439 MAIN ST # 7,HUDSON,MA,1749,6,1638,42.3942,-71.54396,20
HUDSON MUNICIPAL EMPLOYEES CU,25 SOUTH ST # 2,HUDSON,MA,1749,2,546,42.39042,-71.56876,20
HYPERTRONICS,16 BRENT DR,HUDSON,MA,1749,100,27300,42.38952,-71.51021,20
SUBWAY ST JEANS CREDIT UNION,280 WASHINGTON ST,HUDSON,MA,1749,6,1638,42.37292,-71.56218,20
DIGITAL FEDERAL CREDIT UNION,220 DONALD LYNCH BLVD,MARLBOROUGH,MA,1752,601,164073,42.361841,-71.598631,20
ST MARYS CREDIT UNION,1 NORTHBORO RD E,MARLBOROUGH,MA,1752,10,2730,42.341453,-71.581241,20
RTN FEDERAL CREDIT UNION,1001 BOSTON POST RD E,MARLBOROUGH,MA,1752,1,273,42.351151,-71.488884,20
DIGITAL CREDIT UNION,853 DONALD LYNCH BLVD,MARLBOROUGH,MA,1752,6,1638,42.35005,-71.619923,20
NEW ENGLAND CREDIT UNION SVC,845 DONALD LYNCH BLVD,MARLBOROUGH,MA,1752,40,10920,42.350065,-71.619892,20
DIGITAL FEDERAL CREDIT UNION,279 E MAIN ST,MARLBOROUGH,MA,1752,9,2457,42.35094,-71.53349,20
RTN FEDERAL CREDIT UNION,451 BOSTON POST RD E,MARLBOROUGH,MA,1752,3,819,42.347078,-71.512083,20
ST MARYS CREDIT UNION,293 BOSTON POST RD W # 180,MARLBOROUGH,MA,1752,6,,42.33884,-71.59516,20
AIM MUTUAL INSURANCE CO,290 DONALD LYNCH BLVD # 200,MARLBOROUGH,MA,1752,10,1860,42.361882,-71.601281,22
ST MARYS CREDIT UNION,133 W MAIN ST,MARLBOROUGH,MA,1752,12,128928,42.34402,-71.55787,20
ST MARYS CREDIT UNION,133 S BOLTON ST,MARLBOROUGH,MA,1752,13,3549,42.34367,-71.54391,20
NATICK QM FEDERAL CREDIT UNION,1 FOREST AVENUE EXT,NATICK,MA,1760,6,1638,42.288224,-71.351318,20
I K A SYSTEMS,134 TURNPIKE RD # 200,SOUTHBOROUGH,MA,1772,6,1638,42.29262,-71.516237,20
IKA SYSTEMS FAX,132 TURNPIKE RD,SOUTHBOROUGH,MA,1772,6,1638,42.29273,-71.51565,20
SUDBURY COOPERATIVE PRE-SCHOOL,26 CONCORD RD,SUDBURY,MA,1776,6,,42.36411,-71.41508,32
RTN FEDERAL CREDIT UNION,528 BOSTON POST RD,SUDBURY,MA,1776,1,273,42.363313,-71.431437,20
LINCOLN-SUDBURY EMPLOYEES FCU,288 OLD SUDBURY RD,SUDBURY,MA,1776,2,546,42.382548,-71.411617,20
EASTERN CORPORATE FEDERAL CU,300 UNICORN PARK DR,WOBURN,MA,1801,6,1638,42.48382,-71.1155,20
US ALLIANCE FEDERAL CU,18 COMMERCE WAY # 1050,WOBURN,MA,1801,6,1638,42.507645,-71.131681,20
EASTERN CORPORATE FEDERAL CU,6D GILL ST,WOBURN,MA,1801,6,1638,42.51061,-71.14783,20
ROXBURY MUTUAL CEMETERY,19 WASHINGTON ST,WOBURN,MA,1801,4,419,42.47414,-71.12324,12
WOBURN MUNICIPAL FEDERAL CU,8 CEDAR ST # 46,WOBURN,MA,1801,7,1911,42.494337,-71.125584,20
EMERY FEDERAL CREDIT UNION,329 WASHINGTON ST # 201,WOBURN,MA,1801,5,1325,42.496561,-71.124677,20
METRO CREDIT UNION,120 CAMBRIDGE ST # 15,BURLINGTON,MA,1803,11,3003,42.4994,-71.19393,20
BURLINGTON MUNICIPAL EMPL CU,7 BEDFORD ST # 1,BURLINGTON,MA,1803,4,1092,42.50471,-71.19494,20
EASTERN CORPORATE FED CU,35 CORPORATE DR # 300,BURLINGTON,MA,1803,100,27300,42.49288,-71.18923,20
MASS MUTUAL FINANCIAL GROUP,11 NORTH AVE,BURLINGTON,MA,1803,4,744,42.49018,-71.22782,23
DIGITAL FEDERAL CREDIT UNION,209 N MAIN ST # 6,ANDOVER,MA,1810,12,3276,42.6643,-71.1444,20
DIGITAL FEDERAL CREDIT UNION,165 DASCOMB RD,ANDOVER,MA,1810,4,1092,42.62276,-71.18336,20
SCIENT FEDERAL CU,1 BURTT RD,ANDOVER,MA,1810,6,1638,42.61442,-71.16983,20
CAMBRIDGE MUTUAL FIRE INS CO,95 RIVER RD,ANDOVER,MA,1810,225,41850,42.691862,-71.201097,22
MERRIMACK MUTUAL FIRE,95 RIVER RD,ANDOVER,MA,1810,250,46500,42.691862,-71.201097,22
ANDOVER FEDERAL CREDIT UNION,57 RIVER RD,ANDOVER,MA,1810,1,273,42.69271,-71.19544,20
NESC FEDERAL CREDIT UNION,310 LOWELL ST,ANDOVER,MA,1810,40,10920,42.647137,-71.181626,20
ANDOVER FEDERAL CREDIT UNION,19 LUPINE RD # C,ANDOVER,MA,1810,5,1365,42.65251,-71.1469,20
FIRST TECH FEDERAL CU,3000 MINUTEMAN RD # 1,ANDOVER,MA,1810,3,819,42.68917,-71.21908,20
RTN FEDERAL CREDIT UNION,350 LOWELL ST,ANDOVER,MA,1810,4,1092,42.64012,-71.18854,20
BILLERICA MUNICIPAL CU,365 BOSTON RD # 107,BILLERICA,MA,1821,3,819,42.56249,-71.27052,20
WORKERS CREDIT UNION,66 DRUM HILL RD,CHELMSFORD,MA,1824,6,1638,42.624408,-71.362338,20
JEANNE DARC CREDIT UNION,245 CHELMSFORD ST,CHELMSFORD,MA,1824,6,1638,42.61068,-71.33675,20
JEANNE DARC CREDIT UNION,1 ACADEMY ST,CHELMSFORD,MA,1824,6,1638,42.59857,-71.35324,20
WORKERS CREDIT UNION,6 TURNPIKE RD,CHELMSFORD,MA,1824,8,2184,42.59766,-71.3382,20
CENTRAL CO-OP NURSERY SCHOOL,1 WORTHEN ST,CHELMSFORD,MA,1824,8,360,42.59902,-71.35494,31
JEANNE DARC CREDIT UNION,239 CHELMSFORD ST,CHELMSFORD,MA,1824,6,1638,42.61049,-71.33712,20
JEANNE DARC CREDIT UNION,1345 LAKEVIEW AVE,DRACUT,MA,1826,22,6006,42.67147,-71.32918,20
JEANNE DARC CREDIT UNION,1595 BRIDGE ST,DRACUT,MA,1826,5,1365,42.67721,-71.3069,20
HAVERHILL FIRE DEPT CU,75 KENOZA AVE,HAVERHILL,MA,1830,4,4260,42.78245,-71.07445,20
HTM CREDIT UNION,4 SUMMER ST # 7,HAVERHILL,MA,1830,5,1365,42.7781,-71.07673,20
NMTW COMMUNITY CREDIT UNION,20 CUSHING AVE,HAVERHILL,MA,1830,6,1638,42.81367,-71.104,20
MERRIMACK VALLEY FEDERAL CU,2 WATER ST # 10,HAVERHILL,MA,1830,6,1638,42.77573,-71.07532,20
MERRIMACK VALLEY FEDERAL,2 WATER ST # 10,HAVERHILL,MA,1830,6,1638,42.77573,-71.07532,20
N E S C,14 AMESBURY ST,LAWRENCE,MA,1840,20,5460,42.70665,-71.16271,20
ELGASCO CREDIT UNION,55 MARSTON ST,LAWRENCE,MA,1841,5,1365,42.70787,-71.142066,20
RTN FEDERAL CREDIT UNION,1 GENERAL ST,LAWRENCE,MA,1841,3,819,42.709971,-71.150293,20
METRO CREDIT UNION,215 S BROADWAY,LAWRENCE,MA,1843,14,3822,42.69337,-71.16187,20
NESC FEDERAL CREDIT UNION,244 PLEASANT ST,METHUEN,MA,1844,13,3549,42.739792,-71.170202,20
NESC FEDERAL CREDIT UNION,248 PLEASANT ST # 5,METHUEN,MA,1844,7,1911,42.739892,-71.170092,20
FIRST CHOICE CREDIT UNION,236 PLEASANT ST,METHUEN,MA,1844,2,546,42.739387,-71.170647,20
METHUEN MUNICIPAL EMPLOYEES CU,248 BROADWAY,METHUEN,MA,1844,4,1092,42.72595,-71.18608,20
VALLEY FEDERAL CU MERRIMACK,500 MERRIMACK ST,METHUEN,MA,1844,6,1638,42.75434,-71.12965,20
JEANNE DARC CREDIT UNION,380 MERRIMACK ST,METHUEN,MA,1844,6,1638,42.74682,-71.12923,20
FAMILY COOPERATIVE PRESCHOOL,565 OSGOOD ST,NORTH ANDOVER,MA,1845,4,,42.70222,-71.10639,32
MERRIMACK VALLEY FCU,1475 OSGOOD ST,NORTH ANDOVER,MA,1845,40,10920,42.72858,-71.11204,20
COMMUNITY COOPERATIVE PRSCHL,396 MAIN ST,NORTH ANDOVER,MA,1845,3,135,42.695009,-71.123861,31
MERRIMACK COLLEGE FEDERAL CU,315 TURNPIKE ST,NORTH ANDOVER,MA,1845,3,4163,42.671544,-71.12373,20
ANDOVER FEDERAL CREDIT UNION,120 MAIN ST,NORTH ANDOVER,MA,1845,2,546,42.70326,-71.13055,20
DCU,564 BRIDGE ST,LOWELL,MA,1850,6,1638,42.65266,-71.302795,20
LOWELL FIREFIGHTERS CU,642 CHELMSFORD ST,LOWELL,MA,1851,6,7173,42.622515,-71.323733,20
ALIGN CREDIT UNION,87 HALE ST,LOWELL,MA,1851,,,42.634834,-71.314856,20
CAMBODIA MUTUAL ASSISTANCE,465 SCHOOL ST,LOWELL,MA,1851,14,,42.63775,-71.32503,23
ALIGN CREDIT UNION,1 INDUSTRIAL AVE,LOWELL,MA,1851,6,1638,42.614313,-71.322014,20
NMTW COMMUNITY CREDIT UNION,87 HALE ST,LOWELL,MA,1851,6,1638,42.634834,-71.314856,20
LOWELL MASS MUNICIPAL EMPL FCU,375 MERRIMACK ST # 11,LOWELL,MA,1852,2,546,42.646428,-71.314305,20
MARYLAND COM FEDERAL CU,83 MERRIMACK ST,LOWELL,MA,1852,10,2730,42.645751,-71.309227,20
NMTW COMMUNITY CU,40 MARKET ST,LOWELL,MA,1852,83,42000,42.64409,-71.30957,20
MA-COM FEDERAL CREDIT UNION,83 MERRIMACK ST,LOWELL,MA,1852,2,14372,42.645751,-71.309227,20
SANGHA YOGA COLLECTIVE,256 MARKET ST,LOWELL,MA,1852,2,106,42.64358,-71.31372,32
CAMBODIAN MUTUAL ASST ASC,165 JACKSON ST,LOWELL,MA,1852,6,,42.641815,-71.3117,33
JEANNE DARC CREDIT UNION,1 TREMONT PL,LOWELL,MA,1854,23,6279,42.64879,-71.31497,20
LOUISE E MILLS FEDERAL CU,12 MERRIMAC SQ,MERRIMAC,MA,1860,4,1092,42.833868,-71.002472,20
WORKERS CREDIT UNION,200 RICHARDSON RD,NORTH CHELMSFORD,MA,1863,6,1638,42.623103,-71.376373,20
MOSES FEDERAL CREDIT UNION,50 MAIN ST # 203,NORTH READING,MA,1864,2,546,42.56936,-71.10929,20
COOPERATIVE FOR HUMAN SVC,203 CENTRAL ST,NORTH READING,MA,1864,8,1594,42.59274,-71.10439,33
CHRISTIAN COOPERATIVE PRSCHL,6 SALEM ST,READING,MA,1867,7,315,42.52607,-71.10268,31
READING MASS TOWN EMP FED CU,218 ASH ST,READING,MA,1867,2,546,42.51843,-71.10099,20
RTN FEDERAL CREDIT UNION,345 MAIN ST # B4,TEWKSBURY,MA,1876,5,1365,42.622593,-71.267014,20
METRO CREDIT UNION,1527 MAIN ST,TEWKSBURY,MA,1876,12,3276,42.59615,-71.2197,20
TEWKSBURY MUNICIPAL FCU,752 MAIN ST,TEWKSBURY,MA,1876,12,3276,42.616,-71.24394,20
RTN FEDERAL CREDIT UNION,50 APPLE HILL DR,TEWKSBURY,MA,1876,1,273,42.638027,-71.247281,20
DCU-DIGITAL FEDERAL CU,378 MIDDLESEX RD,TYNGSBORO,MA,1879,14,3822,42.69025,-71.43413,20
JEAN DARC CREDIT UNION,150 WESTFORD RD # 2,TYNGSBORO,MA,1879,5,1365,42.65486,-71.43172,20
ARBELLA MUTUAL INSURANCE,101 EDGEWATER DR # 160,WAKEFIELD,MA,1880,50,9300,42.5193,-71.0446,22
NORTHWESTERN MUTUAL FINANCIAL,107 AUDUBON RD # 205,WAKEFIELD,MA,1880,20,3720,42.52142,-71.04951,23
WAKEFIELD TOWN EMPLOYEES CU,47 TUTTLE ST,WAKEFIELD,MA,1880,3,819,42.502174,-71.075912,20
T T MUTUAL GAS,20 GOULD ST,WAKEFIELD,MA,1880,3,1868,42.50045,-71.07863,43
TOUCHSTONE FCU,201 LOWELL ST,WILMINGTON,MA,1887,7,11832,42.539533,-71.152272,20
HOUGHTON MIFFLIN EMPLOYEE FCU,181 BALLARDVALE ST # 2,WILMINGTON,MA,1887,3,819,42.588794,-71.154878,20
HANSCOM FEDERAL CREDIT UNION,200 BALLARDVALE ST,WILMINGTON,MA,1887,2,546,42.58768,-71.15784,20
STONEHAM MUNICIPAL CU,200 JEFFERSON RD # 101,WILMINGTON,MA,1887,8,2184,42.57039,-71.15959,20
COOPERATIVE FOR HUMAN SVC,292 MIDDLESEX AVE,WILMINGTON,MA,1887,8,1594,42.56401,-71.15958,33
MIDDLESEX ESSEX POSTAL EMPL CU,76 MAIN ST,NORTH READING,MA,1889,3,819,42.571697,-71.109797,20
WINCHESTER COOPERATIVE NRSY,478 MAIN ST,WINCHESTER,MA,1890,14,630,42.45077,-71.135561,31
NEIGHBORHOOD COOPERATIVE,21 CHURCH ST,WINCHESTER,MA,1890,7,315,42.45234,-71.13853,31
COLLECTIVE HEALING CTR,175 WASHINGTON ST,WINCHESTER,MA,1890,2,175,42.45492,-71.13125,30
WINCHESTER COOPERATIVE THEATER,108 ARLINGTON ST,WINCHESTER,MA,1890,5,996,42.44457,-71.16168,12
WINCHESTER FEDERAL CU,968 MAIN ST,WINCHESTER,MA,1890,3,819,42.46364,-71.14477,20
BROTHERHOOD CREDIT UNION,75 MARKET ST,LYNN,MA,1901,20,5460,42.46295,-70.94965,20
MASSACHUSETTS POSTAL EMPLYS,51 WILLOW ST,LYNN,MA,1901,3,819,42.46474,-70.94607,20
LYNN MUNICIPAL EMPLOYEE CU,3 CITY HALL SQ # 104,LYNN,MA,1901,1,273,42.46481,-70.95121,20
LYNN TEACHERS CREDIT UNION,181 UNION ST # 2,LYNN,MA,1901,1,273,42.46655,-70.942155,20
NORTHWESTERN MUTUAL FINANCIAL,56 CENTRAL AVE # 211,LYNN,MA,1901,1,186,42.464162,-70.947009,23
MASS POSTAL CREDIT UNION,51 WILLOW ST,LYNN,MA,1901,6,1638,42.46474,-70.94607,20
LYNN CREDIT UNION POSTAL,51 WILLOW ST,LYNN,MA,1901,3,5601,42.46474,-70.94607,20
COMMUNITY CREDIT UNION LTD,1 ANDREW ST,LYNN,MA,1901,15,4095,42.46414,-70.94781,20
LYNN POLICE CREDIT UNION,300 WASHINGTON ST,LYNN,MA,1902,2,546,42.46591,-70.94977,20
METRO CREDIT UNION,475 WESTERN AVE,LYNN,MA,1904,12,3276,42.47006,-70.95695,20
ST JEANS CREDIT UNION,527 WESTERN AVE,LYNN,MA,1904,24,6552,42.46854,-70.95883,20
RIVERWORKS CREDIT UNION,947 WESTERN AVE,LYNN,MA,1905,25,6825,42.45665,-70.97287,20
G E RIVERWORKS CREDIT UNION,947 WESTERN AVE,LYNN,MA,1905,14,3822,42.45665,-70.97287,20
LYNN FIREMANS FEDERAL CU,676 WESTERN AVE,LYNN,MA,1905,7,1911,42.463944,-70.963764,20
WEBSTER FIRST FEDERAL CU,509 MAIN ST,SAUGUS,MA,1906,6,1638,42.48052,-71.04163,20
SAUGUS FEDERAL CREDIT UNION,509 MAIN ST,SAUGUS,MA,1906,6,1638,42.48052,-71.04163,20
WEBSTER FEDERAL CREDIT UNION,448 LINCOLN AVE,SAUGUS,MA,1906,10,2730,42.44862,-71.00801,20
RTN FEDERAL CREDIT UNION,100 MACY ST # G,AMESBURY,MA,1913,7,1911,42.84757,-70.91054,20
BEVERLY MUNICIPAL FEDERAL CU,139 CABOT ST,BEVERLY,MA,1915,4,1092,42.546444,-70.879586,20
HANSCOM FEDERAL CREDIT UNION,146 SOHIER RD,BEVERLY,MA,1915,2,546,42.572533,-70.880105,20
NMTW COMMUNITY CREDIT UNION,110 NEWBURY ST,DANVERS,MA,1923,6,1638,42.5683,-70.97483,20
DANVERS MUNICIPAL FCU,1 SYLVAN ST,DANVERS,MA,1923,3,819,42.5626,-70.93933,20
RTN FEDERAL CREDIT UNION,29 ANDOVER ST # 1W,DANVERS,MA,1923,6,1638,42.55235,-70.95803,20
US ALLIANCE FEDERAL CU,100 INDEPENDENCE WAY # D13,DANVERS,MA,1923,5,1365,42.552383,-70.940218,20
GLOUCESTER FIRE DEPT CU,8 SCHOOL ST,GLOUCESTER,MA,1930,15,4095,42.6137,-70.66468,20
GORTONS OF GLOUCESTER EMPL CU,128 ROGERS ST,GLOUCESTER,MA,1930,2,546,42.61425,-70.65839,20
GLOUCESTER MUNICIPAL CU,9 DALE AVE,GLOUCESTER,MA,1930,2,546,42.61495,-70.66311,20
SECURITY MUTUAL LIFE INS CO,28 HERITAGE LN,LYNNFIELD,MA,1940,2,372,42.53624,-71.06429,22
MANCHESTER FEDERAL CU,10 CENTRAL ST,MANCHESTR BY SEA,MA,1944,1,273,42.57517,-70.77197,20
ST ANDREWS CO-OP NURSERY SCHL,LAFAYETTE ST,MARBLEHEAD,MA,1945,7,315,42.499383,-70.863007,31
BROTHERHOOD CREDIT UNION,254 HUMPHREY ST,MARBLEHEAD,MA,1945,3,819,42.482393,-70.88885,20
MARBLEHEAD MUNICIPAL EMPL CU,7 WIDGER RD,MARBLEHEAD,MA,1945,2,546,42.49468,-70.87205,20
FIRST ADVANTAGE BANKRUPTCY,31 FULLER POND RD,MIDDLETON,MA,1949,6,1638,42.581167,-71.00792,20
ST JEANS CREDIT UNION,45 STOREY AVE,NEWBURYPORT,MA,1950,7,1911,42.8199,-70.90506,20
PEABODY MUNICIPAL CREDIT UNION,12 CHESTNUT ST,PEABODY,MA,1960,4,1092,42.52558,-70.92836,20
METRO CREDIT UNION,68 MAIN ST,PEABODY,MA,1960,8,2184,42.52499,-70.92488,20
MASS FAMILY CREDIT UNION,139 LYNNFIELD ST,PEABODY,MA,1960,6,1638,42.51732,-70.95805,20
MASS POSTAL CREDIT UNION,139 LYNNFIELD ST,PEABODY,MA,1960,6,1638,42.51732,-70.95805,20
LUSO AMERICAN CREDIT UNION,37 TREMONT ST,PEABODY,MA,1960,14,3822,42.52988,-70.92334,20
COMMUNITY CREDIT UNION-LYNN,32 CENTRAL ST,PEABODY,MA,1960,10,2730,42.52837,-70.92746,20
PIGEON COVE FISHERMENS CO-OP,67 CURTIS ST,ROCKPORT,MA,1966,2,408,42.68147,-70.63148,10
SEAPORT CREDIT UNION,336 LAFAYETTE ST,SALEM,MA,1970,15,4095,42.50534,-70.89117,20
ST JEANS CREDIT UNION,370 HIGHLAND AVE,SALEM,MA,1970,6,1638,42.49862,-70.92994,20
HOLYOKE MUTUAL INSURANCE CO,1 HOLYOKE SQ,SALEM,MA,1970,175,,42.51963,-70.89795,22
HOLYOKE MUTUAL INSURANCE CO,39 NORMAN ST # 1,SALEM,MA,1970,100,18600,42.519915,-70.897584,22
CENTRAL ONE FEDERAL CU,24 FORT AVE,SALEM,MA,1970,1,273,42.526555,-70.879344,20
LAUNCH COOPERATIVE,20 NEW DERBY ST # 10,SALEM,MA,1970,8,1594,42.519617,-70.894167,33
ATLANTIC CREDIT CORP,282 WASHINGTON ST # 2,SALEM,MA,1970,6,1638,42.51672,-70.89332,20
METRO CREDIT UNION,4 PARADISE RD,SALEM,MA,1970,12,3276,42.48602,-70.90063,20
DANVERS-SALEM MENS CO-OP,88 ESSEX ST,SALEM,MA,1970,5,,42.52288,-70.88825,33
MASS MUTUAL FINANCIAL GROUP,7 LINDEN ST,SALEM,MA,1970,4,744,42.51027,-70.89265,23
GREATER SALEM EMPLOYEES CU,10 COLONIAL RD # 1A,SALEM,MA,1970,4,1092,42.50957,-70.90062,20
ESSEX COUNTY CO-OP,146 S MAIN ST,TOPSFIELD,MA,1983,22,3494,42.62908,-70.94697,12
BOSTON MUTUAL LIFE INS CO,120 ROYALL ST # 1,CANTON,MA,2021,250,,42.206295,-71.129614,22
EDUCATION COOPERATIVE,1112 HIGH ST,DEDHAM,MA,2026,30,,42.246297,-71.196011,32
FITCHBURG MUTUAL INSURANCE CO,222 AMES ST,DEDHAM,MA,2026,150,27900,42.2517,-71.17515,22
DEDHAM CREDIT UNION,202 BUSSEY ST,DEDHAM,MA,2026,3,819,42.24979,-71.15533,20
DEDHAM CREDIT UNION,450 WASHINGTON ST # 110,DEDHAM,MA,2026,6,1638,42.24572,-71.17414,20
BRIDGEWATER CREDIT UNION,3A WHITING RD,DOVER,MA,2030,3,819,42.244623,-71.281808,20
SHARON CREDIT UNION,2 UNION ST,EAST WALPOLE,MA,2032,9,2457,42.16141,-71.2157,20
SHARON CREDIT UNION,121 MAIN ST # 7,FOXBORO,MA,2035,6,1638,42.07394,-71.25778,20
DIGITAL FEDERAL CREDIT UNION,500 W CENTRAL ST,FRANKLIN,MA,2038,6,1638,42.08862,-71.4185,20
HINGHAM FEDERAL CREDIT UNION,10 DOWNER AVE,HINGHAM,MA,2043,8,2184,42.24985,-70.90329,20
SHARON CREDIT UNION,100 FORBES BLVD,MANSFIELD,MA,2048,8,2184,42.03145,-71.23717,20
ROCKLAND FEDERAL CREDIT UNION,850 MORAINE ST,MARSHFIELD,MA,2050,5,1365,42.090356,-70.710669,20
NORFOLK COMMUNITY FEDERAL CU,194 MAIN ST,NORFOLK,MA,2056,7,1911,42.119744,-71.329329,20
NORFOLK COOPERATIVE PRESCHOOL,1 UNION ST,NORFOLK,MA,2056,9,405,42.11966,-71.32494,31
CRESCENT CREDIT UNION,85 POND ST,NORWELL,MA,2061,7,1911,42.16908,-70.88648,20
MEMBERS PLUS CREDIT UNION,111 LENOX ST # 101,NORWOOD,MA,2062,6,1638,42.1923,-71.19791,20
NORWOOD TOWN EMPLOYEES FEDERAL,1148 WASHINGTON ST,NORWOOD,MA,2062,3,819,42.177803,-71.205944,20
CHADWICK FEDERAL CREDIT UNION,1151 BOSTON PROVIDENCE TPKE,NORWOOD,MA,2062,3,819,42.173449,-71.194719,20
AMERICAN HARDWARE MUTUAL INS,54 KINGS RD,NORWOOD,MA,2062,2,372,42.17345,-71.18334,22
NORWOOD COOPERATIVE NURSERY,24 BERWICK ST,NORWOOD,MA,2062,7,315,42.18418,-71.21113,31
FACTORY MUTUAL INSURANCE CO,500 RIVER RIDGE DR,NORWOOD,MA,2062,2,372,42.17356,-71.19079,22
FACTORY MUTUAL INSURANCE CO,500 RIVER RIDGE DR # 9102,NORWOOD,MA,2062,2,372,42.17356,-71.19079,22
FACTORY MUTUAL INSURANCE CO,500 RIVER RIDGE DR,NORWOOD,MA,2062,3,558,42.17356,-71.19079,22
HINGHAM FEDERAL CREDIT UNION,9 BROOK ST,SCITUATE,MA,2066,10,2730,42.193272,-70.727108,20
SHARON CREDIT UNION,30 POND ST,SHARON,MA,2067,50,13650,42.12241,-71.17801,20
SHARON CO-OP NURSERY-DAY SCHL,29 N MAIN ST,SHARON,MA,2067,8,360,42.124768,-71.177994,31
STOUGHTON TOWN EMPLOYEES FCU,10 PEARL ST,STOUGHTON,MA,2072,1,273,42.12547,-71.10298,20
UKRANIAN FEDERAL CREDIT UNION,282 PROVIDENCE HWY,WESTWOOD,MA,2090,6,1638,42.218033,-71.180583,20
MEMBERS PLUS CREDIT UNION,26 DARTMOUTH ST # 2,WESTWOOD,MA,2090,4,1092,42.20229,-71.152,20
NORTHWESTERN MUTUAL LIFE INS,1 BEACON ST # 1900,BOSTON,MA,2108,2,372,42.35849,-71.06076,22
NORTHWESTERN MUTUAL LIFE INS,1 BEACON ST # 25,BOSTON,MA,2108,8,1488,42.35849,-71.06076,22
METRO CREDIT UNION,1 CENTER PLZ # 250,BOSTON,MA,2108,12,3276,42.360469,-71.060923,20
NORTHWESTERN MUTUAL LIFE INS,1 BEACON ST # 25,BOSTON,MA,2108,2,372,42.35849,-71.06076,22
NORTHWESTERN MUTUAL LIFE INS,1 BEACON ST # 25,BOSTON,MA,2108,2,372,42.35849,-71.06076,22
NORTHWESTERN MUTUAL LIFE INS,1 BEACON ST # 19,BOSTON,MA,2108,2,372,42.35849,-71.06076,22
NORTHWESTERN MUTUAL LIFE,1 BEACON ST # 25,BOSTON,MA,2108,2,372,42.35849,-71.06076,22
FILENE CU,426 WASHINGTON ST,BOSTON,MA,2108,15,4095,42.35546,-71.06028,20
TELEPHONE WORKERS CREDIT UNION,31 MILK ST,BOSTON,MA,2109,6,1638,42.35646,-71.05799,20
ICU A DIV OF WEBSTER FIRST,1 LIBERTY SQ # 1,BOSTON,MA,2109,7,1911,42.35765,-71.05493,20
BERKSHIRE WIND POWER CO-OP CRP,125 HIGH ST,BOSTON,MA,2110,10,2055,42.35528,-71.05309,40
C L S A,99 SUMMER ST # 220,BOSTON,MA,2110,10,2730,42.35349,-71.05863,20
MASS MUTUAL FINANCIAL GROUP,101 FEDERAL ST # 800,BOSTON,MA,2110,4,744,42.35465,-71.05647,23
NEMCH CREDIT UNION,750 WASHINGTON ST,BOSTON,MA,2111,6,1638,42.349928,-71.06337,20
PRESSERS UNION 12 ILGWU CU,33 HARRISON AVE # 8,BOSTON,MA,2111,1,273,42.351484,-71.061333,20
NEW ENGLAND LEE FEDERAL CU,90 TYLER ST,BOSTON,MA,2111,10,2730,42.34881,-71.0612,20
PUPPETEERS CO-OPERATIVE,20 GROVE ST,BOSTON,MA,2114,3,,42.36044,-71.06854,12
NECH COOPERATE,1 EMERSON PL,BOSTON,MA,2114,3,,42.36485,-71.06823,40
HARVARD UNIVERSITY EMPL CU,MASS GEN HSPTL CLINIC,BOSTON,MA,2114,60,16380,42.361233,-71.065706,20
